best,alternative,automatic
Berkeley Database License,osi:Sleepycat,true
Berkeley Database License,scancode:sleepycat,true
Berkeley Database License,spdx:Sleepycat,true
Berkeley Database License,tldr:sleepycat,true
Berkeley Database License,Sleepycat License,true
Berkeley Database License,fosslight:Sleepycat License,true
Berkeley Database License,ifrOSS:Sleepycat License,true
Berkeley Database License,metaeffekt:Sleepycat License,true
Berkeley Database License,spdx:Sleepycat License,true
Berkeley Database License,tldr-title:Sleepycat License,true
Berkeley Database License,Sleepycat License (Berkeley Database License),true
Berkeley Database License,foss-license:Sleepycat License (Berkeley Database License),true
Berkeley Database License,scancode:Sleepycat License (Berkeley Database License),true
Berkeley Database License,Sleepycat Software Product License,true
Berkeley Database License,ifrOSS:Sleepycat Software Product License,true
Berkeley Database License,sleepycat-license,true
Berkeley Database License,tldr-slug:sleepycat-license,true
Berkeley Database License,The Sleepycat License,true
Berkeley Database License,osi:The Sleepycat License,true
SimPL 2.0,scancode:SimPL 2.0,true
SimPL 2.0,SimPL-2.0,true
SimPL 2.0,cavil:SimPL-2.0,true
SimPL 2.0,fossology:SimPL-2.0,true
SimPL 2.0,osi:SimPL-2.0,true
SimPL 2.0,scancode:simpl-2.0,true
SimPL 2.0,spdx:SimPL-2.0,true
SimPL 2.0,Simple Public License (SimPL-2.0),true
SimPL 2.0,Simple Public License 2.0,true
SimPL 2.0,metaeffekt:Simple Public License 2.0,true
SimPL 2.0,spdx:Simple Public License 2.0,true
SimPL 2.0,Simple Public License Version 2.0,true
SimPL 2.0,scancode:Simple Public License Version 2.0,true
SimPL 2.0,Simple-2.0,true
SimPL 2.0,osi:Simple-2.0,true
SimPL 2.0,https://opensource.org/licenses/SimPL-2.0,false
SimPL 2.0,SimPL,false
scancode://sendmail,scancode:sendmail,true
scancode://sendmail,Sendmail,true
scancode://sendmail,cavil:Sendmail,true
scancode://sendmail,fossology:Sendmail,true
scancode://sendmail,scancode:sendmail,true
scancode://sendmail,spdx:Sendmail,true
scancode://sendmail,Sendmail License,true
scancode://sendmail,foss-license:Sendmail License,true
scancode://sendmail,fosslight:Sendmail License,true
scancode://sendmail,ifrOSS:Sendmail License,true
scancode://sendmail,spdx:Sendmail License,true
scancode://sendmail,tldr-title:Sendmail License,true
scancode://sendmail,SENDMAIL LICENSE (version 1998),true
scancode://sendmail,hitachi:SENDMAIL LICENSE (version 1998),true
scancode://sendmail,SENDMAIL LICENSE (version 2004),true
scancode://sendmail,hitachi:SENDMAIL LICENSE (version 2004),true
scancode://sendmail,SENDMAIL LICENSE (version 2012),true
scancode://sendmail,hitachi:SENDMAIL LICENSE (version 2012),true
scancode://sendmail,Sendmail License 8.16,true
scancode://sendmail,metaeffekt:Sendmail License 8.16,true
scancode://sendmail,Sendmail-8.16,true
scancode://sendmail,metaeffekt:Sendmail-8.16,true
scancode://sendmail,sendmail-license,true
scancode://sendmail,tldr-slug:sendmail-license,true
scancode://sendmail,SUSE-Sendmail,false
Sendmail Open Source License 1.1,metaeffekt:Sendmail Open Source License 1.1,true
Sendmail Open Source License 1.1,Sendmail Open Source License v1.1,true
Sendmail Open Source License 1.1,spdx:Sendmail Open Source License v1.1,true
Sendmail Open Source License 1.1,Sendmail-Open-Source-1.1,true
Sendmail Open Source License 1.1,cavil:Sendmail-Open-Source-1.1,true
Sendmail Open Source License 1.1,Fedora:Sendmail-Open-Source-1.1,true
Sendmail Open Source License 1.1,scancode:sendmail-open-source-1.1,true
Sendmail Open Source License 1.1,spdx:Sendmail-Open-Source-1.1,true
Sendmail Open Source License 1.1,Sendmail Open Source 1.1 License,false
Sendmail Open Source License 1.1,Sendmail Open Source v1.1 License,false
Sendmail Open Source License 1.1,Sendmail-Open-Source,false
Sendmail License 8.23,metaeffekt:Sendmail License 8.23,true
Sendmail License 8.23,spdx:Sendmail License 8.23,true
Sendmail License 8.23,Sendmail-8.23,true
Sendmail License 8.23,cavil:Sendmail-8.23,true
Sendmail License 8.23,Fedora:Sendmail-8.23,true
Sendmail License 8.23,fossology:Sendmail-8.23,true
Sendmail License 8.23,scancode:sendmail-8.23,true
Sendmail License 8.23,spdx:Sendmail-8.23,true
Sendmail License 8.23,Sendmail,false
Sendmail License 8.23,Sendmail 8.23,false
Sendmail License 8.23,Sendmail License,false
Sendmail License 8.23,"Sendmail, Version 8.23",false
Saxpath,BlueOak:Saxpath,true
Saxpath,cavil:Saxpath,true
Saxpath,Fedora:Saxpath,true
Saxpath,fossology:Saxpath,true
Saxpath,osadl:Saxpath,true
Saxpath,scancode:saxpath,true
Saxpath,spdx:Saxpath,true
Saxpath,Saxpath License,true
Saxpath,metaeffekt:Saxpath License,true
Saxpath,spdx:Saxpath License,true
scancode://swl,scancode:swl,true
scancode://swl,Scheme Widget Library (SWL) Software License,true
scancode://swl,scancode:Scheme Widget Library (SWL) Software License,true
scancode://swl,Scheme Widget Library (SWL) Software License Agreement,true
scancode://swl,foss-license:Scheme Widget Library (SWL) Software License Agreement,true
scancode://swl,spdx:Scheme Widget Library (SWL) Software License Agreement,true
scancode://swl,Scheme Widget Library Software License Agreement,true
scancode://swl,metaeffekt:Scheme Widget Library Software License Agreement,true
scancode://swl,SWL,true
scancode://swl,BlueOak:SWL,true
scancode://swl,cavil:SWL,true
scancode://swl,Fedora:SWL,true
scancode://swl,fossology:SWL,true
scancode://swl,scancode:swl,true
scancode://swl,spdx:SWL,true
scancode://swl,SWL License,true
scancode://swl,under SWL,true
LicenseRef-scancode-sustainable-use-1.0,scancode:LicenseRef-scancode-sustainable-use-1.0,true
LicenseRef-scancode-sustainable-use-1.0,SPDX:LicenseRef-scancode-sustainable-use-1.0,true
LicenseRef-scancode-sustainable-use-1.0,SUL-1.0,true
LicenseRef-scancode-sustainable-use-1.0,spdx:SUL-1.0,true
LicenseRef-scancode-sustainable-use-1.0,Sustainable Use 1.0,true
LicenseRef-scancode-sustainable-use-1.0,scancode:Sustainable Use 1.0,true
LicenseRef-scancode-sustainable-use-1.0,Sustainable Use License 1.0,true
LicenseRef-scancode-sustainable-use-1.0,metaeffekt:Sustainable Use License 1.0,true
LicenseRef-scancode-sustainable-use-1.0,scancode:Sustainable Use License 1.0,true
LicenseRef-scancode-sustainable-use-1.0,Sustainable Use License v1.0,true
LicenseRef-scancode-sustainable-use-1.0,spdx:Sustainable Use License v1.0,true
LicenseRef-scancode-sustainable-use-1.0,sustainable-use-1.0,true
LicenseRef-scancode-sustainable-use-1.0,scancode:sustainable-use-1.0,true
LicenseRef-scancode-sustainable-use-1.0,Sustainable Use License,false
mongodb-sspl-1.0,scancode:mongodb-sspl-1.0,true
mongodb-sspl-1.0,scancode://mongodb-sspl-1.0,true
mongodb-sspl-1.0,scancode:mongodb-sspl-1.0,true
mongodb-sspl-1.0,Server Side Public License,true
mongodb-sspl-1.0,Server Side Public License (SSPL) 1.0,true
mongodb-sspl-1.0,foss-license:Server Side Public License (SSPL) 1.0,true
mongodb-sspl-1.0,scancode:Server Side Public License (SSPL) 1.0,true
mongodb-sspl-1.0,Server Side Public License 1.0,true
mongodb-sspl-1.0,metaeffekt:Server Side Public License 1.0,true
mongodb-sspl-1.0,Server Side Public License v1.0,true
mongodb-sspl-1.0,Server Side Public License Version 1,true
mongodb-sspl-1.0,"Server Side Public License, v 1",true
mongodb-sspl-1.0,"spdx:Server Side Public License, v 1",true
mongodb-sspl-1.0,"Server Side Public License, Version 1.0",true
mongodb-sspl-1.0,SSPL 1,true
mongodb-sspl-1.0,SSPL 1.0,true
mongodb-sspl-1.0,scancode:SSPL 1.0,true
mongodb-sspl-1.0,SSPL-1.0,true
mongodb-sspl-1.0,BlueOak:SSPL-1.0,true
mongodb-sspl-1.0,cavil:SSPL-1.0,true
mongodb-sspl-1.0,Fedora:SSPL-1.0,true
mongodb-sspl-1.0,fossology:SSPL-1.0,true
mongodb-sspl-1.0,spdx:SSPL-1.0,true
mongodb-sspl-1.0,Server Side Public License v1 (SSPL),false
mongodb-sspl-1.0,SSPL,false
LicenseRef-scancode-ssleay,scancode:LicenseRef-scancode-ssleay,true
LicenseRef-scancode-ssleay,spdx:LicenseRef-scancode-ssleay,true
LicenseRef-scancode-ssleay,LicenseRef-scancode-ssleay-windows,true
LicenseRef-scancode-ssleay,scancode:LicenseRef-scancode-ssleay-windows,true
LicenseRef-scancode-ssleay,SPDX:LicenseRef-scancode-ssleay-windows,true
LicenseRef-scancode-ssleay,Original SSLeay License,true
LicenseRef-scancode-ssleay,foss-license:Original SSLeay License,true
LicenseRef-scancode-ssleay,hitachi:Original SSLeay License,true
LicenseRef-scancode-ssleay,metaeffekt:Original SSLeay License,true
LicenseRef-scancode-ssleay,scancode:Original SSLeay License,true
LicenseRef-scancode-ssleay,Original SSLeay License with Windows Clause,true
LicenseRef-scancode-ssleay,scancode:Original SSLeay License with Windows Clause,true
LicenseRef-scancode-ssleay,ssleay,true
LicenseRef-scancode-ssleay,metaeffekt:SSLeay,true
LicenseRef-scancode-ssleay,scancode:ssleay,true
LicenseRef-scancode-ssleay,SSLeay License,true
LicenseRef-scancode-ssleay,metaeffekt:SSLeay License,true
LicenseRef-scancode-ssleay,SSLeay License - standalone,true
LicenseRef-scancode-ssleay,spdx:SSLeay License - standalone,true
LicenseRef-scancode-ssleay,SSLeay-standalone,true
LicenseRef-scancode-ssleay,cavil:SSLeay-standalone,true
LicenseRef-scancode-ssleay,Fedora:SSLeay-standalone,true
LicenseRef-scancode-ssleay,spdx:SSLeay-standalone,true
LicenseRef-scancode-ssleay,ssleay-windows,true
LicenseRef-scancode-ssleay,scancode:ssleay-windows,true
SSH Notice (short),metaeffekt:SSH Notice (short),true
SSH Notice (short),SSH short notice,true
SSH Notice (short),spdx:SSH short notice,true
SSH Notice (short),SSH-short,true
SSH Notice (short),BlueOak:SSH-short,true
SSH Notice (short),cavil:SSH-short,true
SSH Notice (short),Fedora:SSH-short,true
SSH Notice (short),fossology:SSH-short,true
SSH Notice (short),osadl:SSH-short,true
SSH Notice (short),spdx:SSH-short,true
SSH Notice (short),Tatu Ylonen License,true
SSH Notice (short),scancode:Tatu Ylonen License,true
SSH Notice (short),tatu-ylonen,true
SSH Notice (short),scancode:tatu-ylonen,true
SSH Notice (short),SSH,false
SSH Notice (short),Tatu Ylonen Licence,false
SSH Notice (short),Tatu Ylonen's licence,false
SSH Notice (short),Tatu Ylonen's original licence,false
openssh,scancode:openssh,true
openssh,OpenSSH License,true
openssh,metaeffekt:OpenSSH License,true
openssh,scancode:OpenSSH License,true
openssh,SSH OpenSSH license,true
openssh,spdx:SSH OpenSSH license,true
openssh,SSH-OpenSSH,true
openssh,cavil:SSH-OpenSSH,true
openssh,Fedora:SSH-OpenSSH,true
openssh,fossology:SSH-OpenSSH,true
openssh,osadl:SSH-OpenSSH,true
openssh,spdx:SSH-OpenSSH,true
openssh,https://spdx.org/licenses/SSH-OpenSSH,false
openssh,licenses.nuget.org/SSH-OpenSSH,false
openssh,SSH-OpenSSH License,false
License :: OSI Approved :: Sun Public License,pypi:License :: OSI Approved :: Sun Public License,true
License :: OSI Approved :: Sun Public License,Trove:License :: OSI Approved :: Sun Public License,true
License :: OSI Approved :: Sun Public License,License :: Sun Public License,true
License :: OSI Approved :: Sun Public License,pypi:License :: Sun Public License,true
License :: OSI Approved :: Sun Public License,OSI Approved :: Sun Public License,true
License :: OSI Approved :: Sun Public License,pypi:OSI Approved :: Sun Public License,true
License :: OSI Approved :: Sun Public License,osi:SPL-1.0,true
License :: OSI Approved :: Sun Public License,scancode://spl-1.0,true
License :: OSI Approved :: Sun Public License,scancode:spl-1.0,true
License :: OSI Approved :: Sun Public License,Simple Permissive License (SPL),true
License :: OSI Approved :: Sun Public License,metaeffekt:Simple Permissive License (SPL),true
License :: OSI Approved :: Sun Public License,SPL,true
License :: OSI Approved :: Sun Public License,fsf:SPL,true
License :: OSI Approved :: Sun Public License,metaeffekt:SPL,true
License :: OSI Approved :: Sun Public License,SPL 1.0,true
License :: OSI Approved :: Sun Public License,scancode:SPL 1.0,true
License :: OSI Approved :: Sun Public License,"SPL, Version 1.0",true
License :: OSI Approved :: Sun Public License,SPL-1.0,true
License :: OSI Approved :: Sun Public License,BlueOak:SPL-1.0,true
License :: OSI Approved :: Sun Public License,cavil:SPL-1.0,true
License :: OSI Approved :: Sun Public License,Fedora:SPL-1.0,true
License :: OSI Approved :: Sun Public License,fossology:SPL-1.0,true
License :: OSI Approved :: Sun Public License,osi:SPL-1.0,true
License :: OSI Approved :: Sun Public License,scancode:spl-1.0,true
License :: OSI Approved :: Sun Public License,spdx:SPL-1.0,true
License :: OSI Approved :: Sun Public License,Sun Public License,true
License :: OSI Approved :: Sun Public License,ifrOSS:Sun Public License,true
License :: OSI Approved :: Sun Public License,pypi:Sun Public License,true
License :: OSI Approved :: Sun Public License,Sun Public License 1.0,true
License :: OSI Approved :: Sun Public License,foss-license:Sun Public License 1.0,true
License :: OSI Approved :: Sun Public License,metaeffekt:Sun Public License 1.0,true
License :: OSI Approved :: Sun Public License,scancode:Sun Public License 1.0,true
License :: OSI Approved :: Sun Public License,Sun Public License v1.0,true
License :: OSI Approved :: Sun Public License,fosslight:Sun Public License v1.0,true
License :: OSI Approved :: Sun Public License,ifrOSS:Sun Public License v1.0,true
License :: OSI Approved :: Sun Public License,spdx:Sun Public License v1.0,true
